2.80539948,0.00610411, 0,0.00621097,0.00000273
2.80539948,0.00182321, 0,0.00620360,0.00001158
2.80539948,5.70502453,69,0.00605456,0.00000039
2.80539948,4.97291946,61,0.00615292,0.00000542
2.80539948,4.66239665,59,0.00546666,0.00000278
2.80539948,0.00105463, 0,0.00587975,0.00000036
2.80539948,0.00370791, 0,0.00612024,0.00000121
2.80539948,0.00455030, 0,0.00607198,0.00000358
2.80539948,2.47513059,30,0.00552550,0.00001077
2.80539948,4.96909361,61,0.00607561,0.00000678
2.80539948,0.00059396, 0,0.00598515,0.00000112
2.80539948,0.00812414, 0,0.00673778,0.00000381
2.80539948,0.00514895, 0,0.00651023,0.00000700
2.80539948,1.54735641,19,0.00740652,0.00000733
2.80539948,0.00256737, 0,0.00602872,0.00000734
2.80539948,0.00406992, 0,0.00561382,0.00000135
2.80539948,2.47026508,30,0.00592216,0.00001392
2.80539948,0.00524627, 0,0.00579745,0.00000092
2.80539948,4.66013810,59,0.00566561,0.00001129
2.80539948,0.00130110, 0,0.00585937,0.00000032
2.80539948,0.00205216, 0,0.00594305,0.00000440
2.80539948,2.47204171,30,0.00603044,0.00001175
2.80539948,6.32046310,71,0.00654266,0.00001018
2.80539948,4.65650086,59,0.00596187,0.00000007
2.80539948,0.00188385, 0,0.00598321,0.00000764
2.80539948,4.65811032,59,0.00582002,0.00000561
2.80539948,6.58933846,78,0.00592249,0.00000331
2.80539948,6.31867251,71,0.00699593,0.00001633
2.80539948,0.00146308, 0,0.00622339,0.00000818
2.80539948,4.65496526,59,0.00608859,0.00000045
2.80539948,6.99786793,88,0.00601839,0.14521610
2.80539948,6.32439365,71,0.00614966,0.00001343
2.80539948,2.47304984,30,0.00612522,0.00000444
2.80539948,1.84001388,23,0.00663368,0.00001238
2.80539948,2.47389245,30,0.00581906,0.00000240
2.80539948,0.00304262, 0,0.00593928,0.00000403
2.80539948,0.00129804, 0,0.00612014,0.00000610
2.80539948,4.96493969,61,0.00699235,0.00000957
2.80539948,0.00304901, 0,0.00578659,0.00001138
2.80539948,6.99817131,88,0.00572520,0.14240894
2.80539948,4.65675109,59,0.00596363,0.00001024
2.80539948,6.58692534,78,0.00642472,0.00000380
2.80539948,4.65569133,59,0.00600952,0.00000260
2.80539948,0.00413911, 0,0.00652562,0.00000403
2.80539948,4.66209045,59,0.00541686,0.00000389
2.80539948,5.70123854,69,0.00630489,0.00000207
2.80539948,2.47181157,30,0.00584927,0.00000139
2.80539948,6.31867934,71,0.00705910,0.00000181
2.80539948,4.65511120,59,0.00607537,0.00000579
2.80539948,6.99798493,88,0.00616875,0.13812833
2.80539948,2.47401888,30,0.00584075,0.00000282
2.80539948,0.00560217, 0,0.00559310,0.00001226
2.80539948,6.99828041,88,0.00551880,0.14157667
2.80539948,0.00636521, 0,0.00699187,0.00000574
2.80539948,2.47375319,30,0.00643430,0.00000456
2.80539948,0.00368709, 0,0.00623417,0.00000629
2.80539948,2.47044660,30,0.00604294,0.00000305
2.80539948,6.99789042,88,0.00594840,0.14379994
2.80539948,0.00254848, 0,0.00617176,0.00000646
2.80539948,0.00219844, 0,0.00589914,0.00000640
2.80539948,0.00095467, 0,0.00604634,0.00000593
2.80539948,0.00127398, 0,0.00583182,0.00000354
2.80539948,0.00249603, 0,0.00590818,0.00001104
2.80539948,4.96486684,61,0.00657513,0.00001414
2.80539948,6.58614986,78,0.00652698,0.00000503
2.80539948,0.00351834, 0,0.00578145,0.00000591
2.80539948,4.65496155,59,0.00628831,0.00001191
2.80539948,0.00345485, 0,0.00598088,0.00001137
2.80539948,0.00194392, 0,0.00597552,0.00000296
2.80539948,0.00853091, 0,0.00687585,0.00000113
2.80539948,2.47007781,30,0.00584844,0.00000950
2.80539948,4.65472447,59,0.00613588,0.00000157
2.80539948,0.00341953, 0,0.00599608,0.00000686
2.80539948,2.47013993,30,0.00590422,0.00000145
2.80539948,0.00283023, 0,0.00620870,0.00000778
2.80539948,1.05085031,13,0.00626516,0.00001121
2.80539948,2.47176584,30,0.00582942,0.00000915
2.80539948,2.47604163,30,0.00535510,0.00001086
2.80539948,2.47775458,30,0.00581089,0.00001149
2.80539948,0.90335876,11,0.00605812,0.00001148
2.80539948,4.65834454,59,0.00579370,0.00000227
2.80539948,0.00251020, 0,0.00613365,0.00000124
2.80539948,2.47208233,30,0.00617422,0.00000433
2.80539948,6.31760936,71,0.00680334,0.00001357
2.80539948,6.32284388,71,0.00626135,0.00000837
2.80539948,0.00215241, 0,0.00592800,0.00000065
2.80539948,4.65677067,59,0.00601788,0.00001227
2.80539948,0.00611086, 0,0.00684968,0.00000379
2.80539948,0.00218677, 0,0.00587670,0.00000590
2.80539948,0.00215666, 0,0.00581356,0.00000348
2.80539948,0.00160398, 0,0.00601761,0.00001394
2.80539948,2.47249636,30,0.00578887,0.00001268
2.80539948,0.00143064, 0,0.00593170,0.00000955
2.80539948,1.05525360,13,0.00604562,0.00000863
2.80539948,6.32442704,71,0.00618153,0.00001501
2.80539948,4.96277913,61,0.00746185,0.00000685
2.80539948,2.47069694,30,0.00574551,0.00000461
2.80539948,5.33362233,58,0.00590974,0.00000916
2.80539948,2.47175842,30,0.00588594,0.00000277
2.80539948,2.46981063,30,0.00563186,0.00000871
2.80539948,4.97010857,61,0.00630561,0.00001293
2.80539948,6.58818213,78,0.00609346,0.00001057
2.80539948,0.00334744, 0,0.00628794,0.00000898
2.80539948,6.32116529,71,0.00629808,0.00001352
2.80539948,4.65918636,59,0.00568908,0.00000093
2.80539948,2.47325572,30,0.00552548,0.00000244
2.80539948,2.47253128,30,0.00568257,0.00000948
2.80539948,0.00256205, 0,0.00614542,0.00000741
2.80539948,4.65492183,59,0.00613356,0.00000721
2.80539948,0.00205698, 0,0.00590612,0.00001026
2.80539948,0.00277754, 0,0.00602504,0.00000033
2.80539948,0.00205079, 0,0.00603258,0.00000843
2.80539948,6.59131165,78,0.00597299,0.00001238
2.80539948,2.47046329,30,0.00566880,0.00000912
2.80539948,2.47354738,30,0.00608240,0.00001503
2.80539948,0.00507475, 0,0.00642541,0.00000538
2.80539948,2.47284667,30,0.00538491,0.00000049
2.80539948,2.46755666,30,0.00593171,0.00000657
2.80539948,4.65785308,59,0.00587081,0.00000821
2.80539948,0.00467568, 0,0.00673597,0.00000748
2.80539948,0.00632478, 0,0.00641335,0.00000278
2.80539948,6.99789639,88,0.00606996,0.14340964
2.80539948,0.00576564, 0,0.00570692,0.00001697
2.80539948,4.65480305,59,0.00612753,0.00000379
2.80539948,0.00077284, 0,0.00591100,0.00000600
2.80539948,0.00686646, 0,0.00542787,0.00000082
2.80539948,0.00600990, 0,0.00648352,0.00000104
2.80539948,5.32563448,58,0.00666779,0.00001471
2.80539948,0.00510252, 0,0.00598805,0.00000156
2.80539948,2.47163585,30,0.00585732,0.00000041
2.80539948,0.00656996, 0,0.00552150,0.00000709
2.80539948,0.00174549, 0,0.00591832,0.00000226
2.80539948,2.47274233,30,0.00592584,0.00000415
2.80539948,0.00231308, 0,0.00630556,0.00000677
2.80539948,0.00414443, 0,0.00617779,0.00001358
2.80539948,4.96796580,61,0.00615463,0.00000473
2.80539948,6.99805154,88,0.00567710,0.14291351
2.80539948,0.00354410, 0,0.00604966,0.00000321
2.80539948,5.33489512,58,0.00582937,0.00000374
2.80539948,2.46998587,30,0.00578139,0.00000346
2.80539948,0.00168032, 0,0.00608476,0.00001445
2.80539948,5.33382411,58,0.00602316,0.00001839
2.80539948,6.59420740,78,0.00562366,0.00001290
2.80539948,6.32750345,71,0.00584489,0.00001331
2.80539948,1.83797064,23,0.00651944,0.00000575
2.80539948,2.47114628,30,0.00584947,0.00000219
2.80539948,2.47444951,30,0.00591871,0.00000070
2.80539948,0.00449961, 0,0.00583815,0.00000536
2.80539948,2.47530742,30,0.00602225,0.00000011
2.80539948,6.31664051,71,0.00729721,0.00000885
2.80539948,5.32863532,58,0.00640792,0.00000891
2.80539948,1.04569755,13,0.00724857,0.00001132
2.80539948,0.00266659, 0,0.00587578,0.00000545
2.80539948,0.00485694, 0,0.00625075,0.00000076
2.80539948,6.99801346,88,0.00591780,0.14242598
2.80539948,0.00435790, 0,0.00663704,0.00001083
2.80539948,4.65515234,59,0.00616606,0.00000100
2.80539948,2.47512490,30,0.00564051,0.00001617
2.80539948,6.59221105,78,0.00571118,0.00001437
2.80539948,2.47487901,30,0.00615912,0.00000104
2.80539948,2.46523383,30,0.00639725,0.00001557
2.80539948,0.00154822, 0,0.00600457,0.00000500
2.80539948,0.00357437, 0,0.00647070,0.00000912
2.80539948,0.00099446, 0,0.00595897,0.00000249
2.80539948,0.00629941, 0,0.00688189,0.00001238
2.80539948,6.31902702,71,0.00670805,0.00000865
2.80539948,2.47342001,30,0.00570547,0.00000268
2.80539948,2.47095703,30,0.00578459,0.00000328
2.80539948,0.00478067, 0,0.00642369,0.00000311
2.80539948,0.00593520, 0,0.00699737,0.00000793
2.80539948,6.59312298,78,0.00573131,0.00001258
2.80539948,0.00130803, 0,0.00585251,0.00000087
2.80539948,6.32345681,71,0.00609045,0.00000626
2.80539948,5.56249670,65,0.00577993,0.00000374
2.80539948,6.58488040,78,0.00652938,0.00000804
2.80539948,4.66017175,59,0.00565314,0.00000350
2.80539948,2.47154920,30,0.00564094,0.00000141
2.80539948,2.47662083,30,0.00550562,0.00000859
2.80539948,5.56424523,65,0.00550176,0.00001387
2.80539948,2.47707595,30,0.00606379,0.00001177
2.80539948,2.47691856,30,0.00599461,0.00000139
2.80539948,2.47439792,30,0.00570227,0.00000860
2.80539948,0.00699465, 0,0.00653533,0.00000067
2.80539948,2.47477652,30,0.00594096,0.00000038
2.80539948,0.00180390, 0,0.00602142,0.00000434
2.80539948,2.47563105,30,0.00559041,0.00000139
2.80539948,0.00365562, 0,0.00599746,0.00000556
2.80539948,6.59115574,78,0.00591168,0.00000838
2.80539948,0.00490091, 0,0.00644203,0.00000821
2.80539948,2.47163624,30,0.00561776,0.00000298
2.80539948,2.47204697,30,0.00607813,0.00000055
2.80539948,0.00230306, 0,0.00611221,0.00000742
2.80539948,6.59158415,78,0.00567342,0.00000931
2.80539948,0.00347567, 0,0.00614213,0.00001272
2.80539948,0.00337600, 0,0.00600156,0.00000763
2.80539948,6.59107765,78,0.00597165,0.00000268
2.80539948,6.99803760,88,0.00595315,0.13905424
2.80539948,0.00252934, 0,0.00645526,0.00001636
2.80539948,0.00229965, 0,0.00583367,0.00000209
2.80539948,6.99803274,88,0.00590580,0.14112706
